band,setting_freq,setting_gain,setting_q,freq_hz,db
mid_peak,7200,-12,3.0,12292.30,-0.4000
mid_peak,7200,-12,3.0,12726.37,-0.3506
mid_peak,7200,-12,3.0,13175.76,-0.3091
mid_peak,7200,-12,3.0,13641.03,-0.2738
mid_peak,7200,-12,3.0,14122.73,-0.2437
mid_peak,7200,-12,3.0,14621.43,-0.2177
mid_peak,7200,-12,3.0,15137.75,-0.1953
mid_peak,7200,-12,3.0,15672.30,-0.1757
mid_peak,7200,-12,3.0,16225.72,-0.1585
mid_peak,7200,-12,3.0,16798.69,-0.1434
mid_peak,7200,-12,3.0,17391.89,-0.1301
mid_peak,7200,-12,3.0,18006.04,-0.1182
mid_peak,7200,-12,3.0,18641.88,-0.1077
mid_peak,7200,-12,3.0,19300.16,-0.0983
mid_peak,7200,-12,3.0,19981.70,-0.0898
mid_peak,7200,-12,3.0,20687.30,-0.0822
mid_peak,7200,-12,3.0,21417.81,-0.0754
mid_peak,7200,-12,3.0,22174.13,-0.0692
mid_peak,7200,-12,3.0,22957.15,-0.0636
mid_peak,7200,-12,3.0,23767.82,-0.0585
mid_peak,7200,-12,3.0,24607.11,-0.0538
mid_peak,7200,-12,3.0,25476.05,-0.0496
mid_peak,7200,-12,3.0,26375.67,-0.0458
mid_peak,7200,-12,3.0,27307.05,-0.0423
mid_peak,7200,-12,3.0,28271.33,-0.0391
mid_peak,7200,-12,3.0,29269.65,-0.0361
mid_peak,7200,-12,3.0,30303.23,-0.0334
mid_peak,7200,-12,3.0,31373.31,-0.0309
mid_peak,7200,-12,3.0,32481.17,-0.0286
mid_peak,7200,-12,3.0,33628.16,-0.0265
mid_peak,7200,-12,3.0,34815.65,-0.0246
mid_peak,7200,-12,3.0,36045.07,-0.0228
mid_peak,7200,-12,3.0,37317.90,-0.0212
mid_peak,7200,-12,3.0,38635.68,-0.0196
mid_peak,7200,-12,3.0,40000.00,-0.0182
mid_peak,7200,-6,3.0,10.00,-0.6467
mid_peak,7200,-6,3.0,10.35,-0.6062
mid_peak,7200,-6,3.0,10.72,-0.5681
mid_peak,7200,-6,3.0,11.10,-0.5323
mid_peak,7200,-6,3.0,11.49,-0.4985
mid_peak,7200,-6,3.0,11.89,-0.4668
mid_peak,7200,-6,3.0,12.31,-0.4371
mid_peak,7200,-6,3.0,12.75,-0.4091
mid_peak,7200,-6,3.0,13.20,-0.3828
mid_peak,7200,-6,3.0,13.67,-0.3582
mid_peak,7200,-6,3.0,14.15,-0.3351
mid_peak,7200,-6,3.0,14.65,-0.3134
mid_peak,7200,-6,3.0,15.17,-0.2931
mid_peak,7200,-6,3.0,15.70,-0.2740
mid_peak,7200,-6,3.0,16.26,-0.2562
mid_peak,7200,-6,3.0,16.83,-0.2395
mid_peak,7200,-6,3.0,17.42,-0.2238
mid_peak,7200,-6,3.0,18.04,-0.2092
mid_peak,7200,-6,3.0,18.68,-0.1955
mid_peak,7200,-6,3.0,19.34,-0.1826
mid_peak,7200,-6,3.0,20.02,-0.1706
mid_peak,7200,-6,3.0,20.73,-0.1594
mid_peak,7200,-6,3.0,21.46,-0.1489
mid_peak,7200,-6,3.0,22.21,-0.1391
mid_peak,7200,-6,3.0,23.00,-0.1299
mid_peak,7200,-6,3.0,23.81,-0.1213
mid_peak,7200,-6,3.0,24.65,-0.1133
mid_peak,7200,-6,3.0,25.52,-0.1058
mid_peak,7200,-6,3.0,26.42,-0.0987
mid_peak,7200,-6,3.0,27.36,-0.0922
mid_peak,7200,-6,3.0,28.32,-0.0861
mid_peak,7200,-6,3.0,29.32,-0.0804
mid_peak,7200,-6,3.0,30.36,-0.0750
mid_peak,7200,-6,3.0,31.43,-0.0700
mid_peak,7200,-6,3.0,32.54,-0.0654
mid_peak,7200,-6,3.0,33.69,-0.0610
mid_peak,7200,-6,3.0,34.88,-0.0570
mid_peak,7200,-6,3.0,36.11,-0.0532
mid_peak,7200,-6,3.0,37.39,-0.0496
mid_peak,7200,-6,3.0,38.71,-0.0463
mid_peak,7200,-6,3.0,40.07,-0.0432
mid_peak,7200,-6,3.0,41.49,-0.0403
mid_peak,7200,-6,3.0,42.95,-0.0376
mid_peak,7200,-6,3.0,44.47,-0.0351
mid_peak,7200,-6,3.0,46.04,-0.0328
mid_peak,7200,-6,3.0,47.67,-0.0306
mid_peak,7200,-6,3.0,49.35,-0.0286
mid_peak,7200,-6,3.0,51.09,-0.0266
mid_peak,7200,-6,3.0,52.90,-0.0249
mid_peak,7200,-6,3.0,54.76,-0.0232
mid_peak,7200,-6,3.0,56.70,-0.0217
mid_peak,7200,-6,3.0,58.70,-0.0202
mid_peak,7200,-6,3.0,60.77,-0.0189
mid_peak,7200,-6,3.0,62.92,-0.0176
mid_peak,7200,-6,3.0,65.14,-0.0164
mid_peak,7200,-6,3.0,67.44,-0.0153
mid_peak,7200,-6,3.0,69.82,-0.0143
mid_peak,7200,-6,3.0,72.29,-0.0134
mid_peak,7200,-6,3.0,74.84,-0.0125
mid_peak,7200,-6,3.0,77.48,-0.0116
mid_peak,7200,-6,3.0,80.22,-0.0109
mid_peak,7200,-6,3.0,83.05,-0.0101
mid_peak,7200,-6,3.0,85.99,-0.0095
mid_peak,7200,-6,3.0,89.02,-0.0088
mid_peak,7200,-6,3.0,92.17,-0.0083
mid_peak,7200,-6,3.0,95.42,-0.0077
mid_peak,7200,-6,3.0,98.79,-0.0072
mid_peak,7200,-6,3.0,102.28,-0.0067
mid_peak,7200,-6,3.0,105.89,-0.0063
mid_peak,7200,-6,3.0,109.63,-0.0059
mid_peak,7200,-6,3.0,113.50,-0.0055
mid_peak,7200,-6,3.0,117.51,-0.0051
mid_peak,7200,-6,3.0,121.66,-0.0048
mid_peak,7200,-6,3.0,125.95,-0.0045
mid_peak,7200,-6,3.0,130.40,-0.0042
mid_peak,7200,-6,3.0,135.01,-0.0040
mid_peak,7200,-6,3.0,139.77,-0.0037
mid_peak,7200,-6,3.0,144.71,-0.0035
mid_peak,7200,-6,3.0,149.82,-0.0033
mid_peak,7200,-6,3.0,155.11,-0.0031
mid_peak,7200,-6,3.0,160.59,-0.0029
mid_peak,7200,-6,3.0,166.26,-0.0027
mid_peak,7200,-6,3.0,172.13,-0.0026
mid_peak,7200,-6,3.0,178.21,-0.0024
mid_peak,7200,-6,3.0,184.50,-0.0023
mid_peak,7200,-6,3.0,191.01,-0.0022
mid_peak,7200,-6,3.0,197.76,-0.0021
mid_peak,7200,-6,3.0,204.74,-0.0020
mid_peak,7200,-6,3.0,211.97,-0.0019
mid_peak,7200,-6,3.0,219.46,-0.0018
mid_peak,7200,-6,3.0,227.21,-0.0017
mid_peak,7200,-6,3.0,235.23,-0.0016
mid_peak,7200,-6,3.0,243.54,-0.0016
mid_peak,7200,-6,3.0,252.14,-0.0015
mid_peak,7200,-6,3.0,261.04,-0.0015
mid_peak,7200,-6,3.0,270.26,-0.0015
mid_peak,7200,-6,3.0,279.80,-0.0014
mid_peak,7200,-6,3.0,289.68,-0.0014
mid_peak,7200,-6,3.0,299.91,-0.0014
mid_peak,7200,-6,3.0,310.50,-0.0014
mid_peak,7200,-6,3.0,321.47,-0.0014
mid_peak,7200,-6,3.0,332.82,-0.0014
mid_peak,7200,-6,3.0,344.57,-0.0014
mid_peak,7200,-6,3.0,356.74,-0.0014
mid_peak,7200,-6,3.0,369.34,-0.0015
mid_peak,7200,-6,3.0,382.38,-0.0015
mid_peak,7200,-6,3.0,395.88,-0.0015
mid_peak,7200,-6,3.0,409.86,-0.0016
mid_peak,7200,-6,3.0,424.34,-0.0016
mid_peak,7200,-6,3.0,439.32,-0.0017
mid_peak,7200,-6,3.0,454.83,-0.0018
mid_peak,7200,-6,3.0,470.89,-0.0019
mid_peak,7200,-6,3.0,487.52,-0.0019
mid_peak,7200,-6,3.0,504.74,-0.0020
mid_peak,7200,-6,3.0,522.56,-0.0022
mid_peak,7200,-6,3.0,541.01,-0.0023
mid_peak,7200,-6,3.0,560.12,-0.0024
mid_peak,7200,-6,3.0,579.90,-0.0026
mid_peak,7200,-6,3.0,600.38,-0.0027
mid_peak,7200,-6,3.0,621.58,-0.0029
mid_peak,7200,-6,3.0,643.53,-0.0031
mid_peak,7200,-6,3.0,666.25,-0.0033
mid_peak,7200,-6,3.0,689.78,-0.0035
mid_peak,7200,-6,3.0,714.13,-0.0037
mid_peak,7200,-6,3.0,739.35,-0.0040
mid_peak,7200,-6,3.0,765.46,-0.0042
mid_peak,7200,-6,3.0,792.49,-0.0045
mid_peak,7200,-6,3.0,820.47,-0.0049
mid_peak,7200,-6,3.0,849.45,-0.0052
mid_peak,7200,-6,3.0,879.44,-0.0056
mid_peak,7200,-6,3.0,910.50,-0.0060
mid_peak,7200,-6,3.0,942.65,-0.0064
mid_peak,7200,-6,3.0,975.94,-0.0069
mid_peak,7200,-6,3.0,1010.40,-0.0074
mid_peak,7200,-6,3.0,1046.08,-0.0079
mid_peak,7200,-6,3.0,1083.02,-0.0085
mid_peak,7200,-6,3.0,1121.26,-0.0091
mid_peak,7200,-6,3.0,1160.86,-0.0098
mid_peak,7200,-6,3.0,1201.85,-0.0106
mid_peak,7200,-6,3.0,1244.29,-0.0114
mid_peak,7200,-6,3.0,1288.23,-0.0122
mid_peak,7200,-6,3.0,1333.72,-0.0132
mid_peak,7200,-6,3.0,1380.82,-0.0142
mid_peak,7200,-6,3.0,1429.58,-0.0153
mid_peak,7200,-6,3.0,1480.06,-0.0164
mid_peak,7200,-6,3.0,1532.32,-0.0177
mid_peak,7200,-6,3.0,1586.43,-0.0191
mid_peak,7200,-6,3.0,1642.45,-0.0206
mid_peak,7200,-6,3.0,1700.45,-0.0223
mid_peak,7200,-6,3.0,1760.50,-0.0241
mid_peak,7200,-6,3.0,1822.67,-0.0260
mid_peak,7200,-6,3.0,1887.03,-0.0282
mid_peak,7200,-6,3.0,1953.66,-0.0305
mid_peak,7200,-6,3.0,2022.65,-0.0331
mid_peak,7200,-6,3.0,2094.08,-0.0359
mid_peak,7200,-6,3.0,2168.02,-0.0389
mid_peak,7200,-6,3.0,2244.58,-0.0423
mid_peak,7200,-6,3.0,2323.84,-0.0460
mid_peak,7200,-6,3.0,2405.90,-0.0501
mid_peak,7200,-6,3.0,2490.86,-0.0546
mid_peak,7200,-6,3.0,2578.82,-0.0597
mid_peak,7200,-6,3.0,2669.88,-0.0653
mid_peak,7200,-6,3.0,2764.16,-0.0715
mid_peak,7200,-6,3.0,2861.77,-0.0785
mid_peak,7200,-6,3.0,2962.83,-0.0863
mid_peak,7200,-6,3.0,3067.45,-0.0951
mid_peak,7200,-6,3.0,3175.77,-0.1050
mid_peak,7200,-6,3.0,3287.91,-0.1163
mid_peak,7200,-6,3.0,3404.02,-0.1292
mid_peak,7200,-6,3.0,3524.22,-0.1440
mid_peak,7200,-6,3.0,3648.67,-0.1611
mid_peak,7200,-6,3.0,3777.51,-0.1808
mid_peak,7200,-6,3.0,3910.91,-0.2039
mid_peak,7200,-6,3.0,4049.01,-0.2311
mid_peak,7200,-6,3.0,4191.99,-0.2633
mid_peak,7200,-6,3.0,4340.02,-0.3019
mid_peak,7200,-6,3.0,4493.28,-0.3486
mid_peak,7200,-6,3.0,4651.94,-0.4057
mid_peak,7200,-6,3.0,4816.21,-0.4764
mid_peak,7200,-6,3.0,4986.29,-0.5651
mid_peak,7200,-6,3.0,5162.36,-0.6782
mid_peak,7200,-6,3.0,5344.66,-0.8249
mid_peak,7200,-6,3.0,5533.39,-1.0186
mid_peak,7200,-6,3.0,5728.79,-1.2792
mid_peak,7200,-6,3.0,5931.08,-1.6363
mid_peak,7200,-6,3.0,6140.52,-2.1324
mid_peak,7200,-6,3.0,6357.36,-2.8225
mid_peak,7200,-6,3.0,6581.85,-3.7533
mid_peak,7200,-6,3.0,6814.27,-4.8718
mid_peak,7200,-6,3.0,7054.90,-5.8114
mid_peak,7200,-6,3.0,7304.03,-5.9050
mid_peak,7200,-6,3.0,7561.95,-5.0656
mid_peak,7200,-6,3.0,7828.98,-3.9393
mid_peak,7200,-6,3.0,8105.44,-2.9666
mid_peak,7200,-6,3.0,8391.66,-2.2368
mid_peak,7200,-6,3.0,8687.99,-1.7111
mid_peak,7200,-6,3.0,8994.78,-1.3333
mid_peak,7200,-6,3.0,9312.41,-1.0584
mid_peak,7200,-6,3.0,9641.25,-0.8547
mid_peak,7200,-6,3.0,9981.71,-0.7009
mid_peak,7200,-6,3.0,10334.18,-0.5827
mid_peak,7200,-6,3.0,10699.11,-0.4903
mid_peak,7200,-6,3.0,11076.92,-0.4168
mid_peak,7200,-6,3.0,11468.07,-0.3576
mid_peak,7200,-6,3.0,11873.03,-0.3093
mid_peak,7200,-6,3.0,12292.30,-0.2695
mid_peak,7200,-6,3.0,12726.37,-0.2362
mid_peak,7200,-6,3.0,13175.76,-0.2083
mid_peak,7200,-6,3.0,13641.03,-0.1845
mid_peak,7200,-6,3.0,14122.73,-0.1642
mid_peak,7200,-6,3.0,14621.43,-0.1467
mid_peak,7200,-6,3.0,15137.75,-0.1316
mid_peak,7200,-6,3.0,15672.30,-0.1184
mid_peak,7200,-6,3.0,16225.72,-0.1068
mid_peak,7200,-6,3.0,16798.69,-0.0967
mid_peak,7200,-6,3.0,17391.89,-0.0877
mid_peak,7200,-6,3.0,18006.04,-0.0797
mid_peak,7200,-6,3.0,18641.88,-0.0726
mid_peak,7200,-6,3.0,19300.16,-0.0662
mid_peak,7200,-6,3.0,19981.70,-0.0605
mid_peak,7200,-6,3.0,20687.30,-0.0554
mid_peak,7200,-6,3.0,21417.81,-0.0508
mid_peak,7200,-6,3.0,22174.13,-0.0466
mid_peak,7200,-6,3.0,22957.15,-0.0428
mid_peak,7200,-6,3.0,23767.82,-0.0394
mid_peak,7200,-6,3.0,24607.11,-0.0363
mid_peak,7200,-6,3.0,25476.05,-0.0334
mid_peak,7200,-6,3.0,26375.67,-0.0309
mid_peak,7200,-6,3.0,27307.05,-0.0285
mid_peak,7200,-6,3.0,28271.33,-0.0263
mid_peak,7200,-6,3.0,29269.65,-0.0243
mid_peak,7200,-6,3.0,30303.23,-0.0225
mid_peak,7200,-6,3.0,31373.31,-0.0208
mid_peak,7200,-6,3.0,32481.17,-0.0193
mid_peak,7200,-6,3.0,33628.16,-0.0179
mid_peak,7200,-6,3.0,34815.65,-0.0166
mid_peak,7200,-6,3.0,36045.07,-0.0154
mid_peak,7200,-6,3.0,37317.90,-0.0143
mid_peak,7200,-6,3.0,38635.68,-0.0132
mid_peak,7200,-6,3.0,40000.00,-0.0123
mid_peak,7200,0,3.0,10.00,-0.6467
mid_peak,7200,0,3.0,10.35,-0.6062
mid_peak,7200,0,3.0,10.72,-0.5681
mid_peak,7200,0,3.0,11.10,-0.5323
mid_peak,7200,0,3.0,11.49,-0.4985
mid_peak,7200,0,3.0,11.89,-0.4668
mid_peak,7200,0,3.0,12.31,-0.4371
mid_peak,7200,0,3.0,12.75,-0.4091
mid_peak,7200,0,3.0,13.20,-0.3828
mid_peak,7200,0,3.0,13.67,-0.3582
mid_peak,7200,0,3.0,14.15,-0.3351
mid_peak,7200,0,3.0,14.65,-0.3134
mid_peak,7200,0,3.0,15.17,-0.2931
mid_peak,7200,0,3.0,15.70,-0.2740
mid_peak,7200,0,3.0,16.26,-0.2562
mid_peak,7200,0,3.0,16.83,-0.2395
mid_peak,7200,0,3.0,17.42,-0.2238
mid_peak,7200,0,3.0,18.04,-0.2092
mid_peak,7200,0,3.0,18.68,-0.1955
mid_peak,7200,0,3.0,19.34,-0.1826
mid_peak,7200,0,3.0,20.02,-0.1706
mid_peak,7200,0,3.0,20.73,-0.1594
mid_peak,7200,0,3.0,21.46,-0.1489
mid_peak,7200,0,3.0,22.21,-0.1391
mid_peak,7200,0,3.0,23.00,-0.1299
mid_peak,7200,0,3.0,23.81,-0.1213
mid_peak,7200,0,3.0,24.65,-0.1133
mid_peak,7200,0,3.0,25.52,-0.1058
mid_peak,7200,0,3.0,26.42,-0.0987
mid_peak,7200,0,3.0,27.36,-0.0922
mid_peak,7200,0,3.0,28.32,-0.0861
mid_peak,7200,0,3.0,29.32,-0.0804
mid_peak,7200,0,3.0,30.36,-0.0750
mid_peak,7200,0,3.0,31.43,-0.0700
mid_peak,7200,0,3.0,32.54,-0.0654
mid_peak,7200,0,3.0,33.69,-0.0610
mid_peak,7200,0,3.0,34.88,-0.0569
mid_peak,7200,0,3.0,36.11,-0.0531
mid_peak,7200,0,3.0,37.39,-0.0496
mid_peak,7200,0,3.0,38.71,-0.0463
mid_peak,7200,0,3.0,40.07,-0.0432
mid_peak,7200,0,3.0,41.49,-0.0403
mid_peak,7200,0,3.0,42.95,-0.0376
mid_peak,7200,0,3.0,44.47,-0.0351
mid_peak,7200,0,3.0,46.04,-0.0328
mid_peak,7200,0,3.0,47.67,-0.0306
mid_peak,7200,0,3.0,49.35,-0.0285
mid_peak,7200,0,3.0,51.09,-0.0266
mid_peak,7200,0,3.0,52.90,-0.0249
mid_peak,7200,0,3.0,54.76,-0.0232
mid_peak,7200,0,3.0,56.70,-0.0216
mid_peak,7200,0,3.0,58.70,-0.0202
mid_peak,7200,0,3.0,60.77,-0.0188
mid_peak,7200,0,3.0,62.92,-0.0176
mid_peak,7200,0,3.0,65.14,-0.0164
mid_peak,7200,0,3.0,67.44,-0.0153
mid_peak,7200,0,3.0,69.82,-0.0143
mid_peak,7200,0,3.0,72.29,-0.0133
mid_peak,7200,0,3.0,74.84,-0.0124
mid_peak,7200,0,3.0,77.48,-0.0116
mid_peak,7200,0,3.0,80.22,-0.0108
mid_peak,7200,0,3.0,83.05,-0.0101
mid_peak,7200,0,3.0,85.99,-0.0094
mid_peak,7200,0,3.0,89.02,-0.0088
mid_peak,7200,0,3.0,92.17,-0.0082
mid_peak,7200,0,3.0,95.42,-0.0077
mid_peak,7200,0,3.0,98.79,-0.0071
mid_peak,7200,0,3.0,102.28,-0.0067
mid_peak,7200,0,3.0,105.89,-0.0062
mid_peak,7200,0,3.0,109.63,-0.0058
mid_peak,7200,0,3.0,113.50,-0.0054
mid_peak,7200,0,3.0,117.51,-0.0050
mid_peak,7200,0,3.0,121.66,-0.0047
mid_peak,7200,0,3.0,125.95,-0.0044
mid_peak,7200,0,3.0,130.40,-0.0041
mid_peak,7200,0,3.0,135.01,-0.0038
mid_peak,7200,0,3.0,139.77,-0.0036
mid_peak,7200,0,3.0,144.71,-0.0033
mid_peak,7200,0,3.0,149.82,-0.0031
mid_peak,7200,0,3.0,155.11,-0.0029
mid_peak,7200,0,3.0,160.59,-0.0027
mid_peak,7200,0,3.0,166.26,-0.0025
mid_peak,7200,0,3.0,172.13,-0.0024
mid_peak,7200,0,3.0,178.21,-0.0022
mid_peak,7200,0,3.0,184.50,-0.0020
mid_peak,7200,0,3.0,191.01,-0.0019
mid_peak,7200,0,3.0,197.76,-0.0018
mid_peak,7200,0,3.0,204.74,-0.0017
mid_peak,7200,0,3.0,211.97,-0.0016
mid_peak,7200,0,3.0,219.46,-0.0014
mid_peak,7200,0,3.0,227.21,-0.0014
mid_peak,7200,0,3.0,235.23,-0.0013
mid_peak,7200,0,3.0,243.54,-0.0012
mid_peak,7200,0,3.0,252.14,-0.0011
mid_peak,7200,0,3.0,261.04,-0.0010
mid_peak,7200,0,3.0,270.26,-0.0010
mid_peak,7200,0,3.0,279.80,-0.0009
mid_peak,7200,0,3.0,289.68,-0.0008
mid_peak,7200,0,3.0,299.91,-0.0008
mid_peak,7200,0,3.0,310.50,-0.0007
mid_peak,7200,0,3.0,321.47,-0.0007
mid_peak,7200,0,3.0,332.82,-0.0006
mid_peak,7200,0,3.0,344.57,-0.0006
mid_peak,7200,0,3.0,356.74,-0.0005
mid_peak,7200,0,3.0,369.34,-0.0005
mid_peak,7200,0,3.0,382.38,-0.0005
mid_peak,7200,0,3.0,395.88,-0.0004
mid_peak,7200,0,3.0,409.86,-0.0004
mid_peak,7200,0,3.0,424.34,-0.0004
mid_peak,7200,0,3.0,439.32,-0.0004
mid_peak,7200,0,3.0,454.83,-0.0003
mid_peak,7200,0,3.0,470.89,-0.0003
mid_peak,7200,0,3.0,487.52,-0.0003
mid_peak,7200,0,3.0,504.74,-0.0003
mid_peak,7200,0,3.0,522.56,-0.0003
mid_peak,7200,0,3.0,541.01,-0.0002
mid_peak,7200,0,3.0,560.12,-0.0002
mid_peak,7200,0,3.0,579.90,-0.0002
mid_peak,7200,0,3.0,600.38,-0.0002
mid_peak,7200,0,3.0,621.58,-0.0002
mid_peak,7200,0,3.0,643.53,-0.0002
mid_peak,7200,0,3.0,666.25,-0.0002
mid_peak,7200,0,3.0,689.78,-0.0001
mid_peak,7200,0,3.0,714.13,-0.0001
mid_peak,7200,0,3.0,739.35,-0.0001
mid_peak,7200,0,3.0,765.46,-0.0001
mid_peak,7200,0,3.0,792.49,-0.0001
mid_peak,7200,0,3.0,820.47,-0.0001
mid_peak,7200,0,3.0,849.45,-0.0001
mid_peak,7200,0,3.0,879.44,-0.0001
mid_peak,7200,0,3.0,910.50,-0.0001
mid_peak,7200,0,3.0,942.65,-0.0001
mid_peak,7200,0,3.0,975.94,-0.0001
mid_peak,7200,0,3.0,1010.40,-0.0001
mid_peak,7200,0,3.0,1046.08,-0.0001
mid_peak,7200,0,3.0,1083.02,-0.0001
mid_peak,7200,0,3.0,1121.26,-0.0001
mid_peak,7200,0,3.0,1160.86,-0.0001
mid_peak,7200,0,3.0,1201.85,-0.0000
mid_peak,7200,0,3.0,1244.29,-0.0000
mid_peak,7200,0,3.0,1288.23,-0.0000
mid_peak,7200,0,3.0,1333.72,-0.0000
mid_peak,7200,0,3.0,1380.82,-0.0000
mid_peak,7200,0,3.0,1429.58,-0.0000
mid_peak,7200,0,3.0,1480.06,-0.0000
mid_peak,7200,0,3.0,1532.32,-0.0000
mid_peak,7200,0,3.0,1586.43,-0.0000
mid_peak,7200,0,3.0,1642.45,-0.0000
mid_peak,7200,0,3.0,1700.45,-0.0000
mid_peak,7200,0,3.0,1760.50,-0.0000
mid_peak,7200,0,3.0,1822.67,-0.0000
mid_peak,7200,0,3.0,1887.03,-0.0000
mid_peak,7200,0,3.0,1953.66,-0.0000
mid_peak,7200,0,3.0,2022.65,-0.0000
mid_peak,7200,0,3.0,2094.08,-0.0000
mid_peak,7200,0,3.0,2168.02,-0.0000
mid_peak,7200,0,3.0,2244.58,-0.0000
mid_peak,7200,0,3.0,2323.84,-0.0000
mid_peak,7200,0,3.0,2405.90,-0.0000
mid_peak,7200,0,3.0,2490.86,-0.0000
mid_peak,7200,0,3.0,2578.82,-0.0000
mid_peak,7200,0,3.0,2669.88,-0.0000
mid_peak,7200,0,3.0,2764.16,-0.0000
mid_peak,7200,0,3.0,2861.77,-0.0000
mid_peak,7200,0,3.0,2962.83,-0.0000
mid_peak,7200,0,3.0,3067.45,-0.0000
mid_peak,7200,0,3.0,3175.77,-0.0000
mid_peak,7200,0,3.0,3287.91,-0.0000
mid_peak,7200,0,3.0,3404.02,-0.0000
mid_peak,7200,0,3.0,3524.22,-0.0000
mid_peak,7200,0,3.0,3648.67,-0.0000
mid_peak,7200,0,3.0,3777.51,-0.0000
mid_peak,7200,0,3.0,3910.91,-0.0000
mid_peak,7200,0,3.0,4049.01,-0.0000
mid_peak,7200,0,3.0,4191.99,-0.0000
mid_peak,7200,0,3.0,4340.02,-0.0000
mid_peak,7200,0,3.0,4493.28,-0.0000
mid_peak,7200,0,3.0,4651.94,-0.0000
mid_peak,7200,0,3.0,4816.21,-0.0000
mid_peak,7200,0,3.0,4986.29,-0.0000
mid_peak,7200,0,3.0,5162.36,-0.0000
mid_peak,7200,0,3.0,5344.66,-0.0000
mid_peak,7200,0,3.0,5533.39,-0.0000
mid_peak,7200,0,3.0,5728.79,-0.0000
mid_peak,7200,0,3.0,5931.08,-0.0000
mid_peak,7200,0,3.0,6140.52,-0.0000
mid_peak,7200,0,3.0,6357.36,-0.0000
mid_peak,7200,0,3.0,6581.85,-0.0000
mid_peak,7200,0,3.0,6814.27,-0.0000
mid_peak,7200,0,3.0,7054.90,-0.0000
mid_peak,7200,0,3.0,7304.03,-0.0000
mid_peak,7200,0,3.0,7561.95,-0.0000
mid_peak,7200,0,3.0,7828.98,-0.0000
mid_peak,7200,0,3.0,8105.44,-0.0000
mid_peak,7200,0,3.0,8391.66,-0.0000
mid_peak,7200,0,3.0,8687.99,-0.0000
mid_peak,7200,0,3.0,8994.78,-0.0000
mid_peak,7200,0,3.0,9312.41,-0.0000
mid_peak,7200,0,3.0,9641.25,-0.0000
mid_peak,7200,0,3.0,9981.71,-0.0000
mid_peak,7200,0,3.0,10334.18,-0.0000
mid_peak,7200,0,3.0,10699.11,-0.0000
mid_peak,7200,0,3.0,11076.92,-0.0000
mid_peak,7200,0,3.0,11468.07,-0.0000
mid_peak,7200,0,3.0,11873.03,-0.0000
mid_peak,7200,0,3.0,12292.30,-0.0000
mid_peak,7200,0,3.0,12726.37,-0.0000
mid_peak,7200,0,3.0,13175.76,-0.0000
mid_peak,7200,0,3.0,13641.03,-0.0000
mid_peak,7200,0,3.0,14122.73,-0.0000
mid_peak,7200,0,3.0,14621.43,-0.0000
mid_peak,7200,0,3.0,15137.75,-0.0000
mid_peak,7200,0,3.0,15672.30,-0.0000
mid_peak,7200,0,3.0,16225.72,-0.0000
mid_peak,7200,0,3.0,16798.69,-0.0000
mid_peak,7200,0,3.0,17391.89,-0.0000
mid_peak,7200,0,3.0,18006.04,-0.0000
mid_peak,7200,0,3.0,18641.88,-0.0000
mid_peak,7200,0,3.0,19300.16,-0.0000
mid_peak,7200,0,3.0,19981.70,-0.0000
mid_peak,7200,0,3.0,20687.30,-0.0000
mid_peak,7200,0,3.0,21417.81,-0.0000
mid_peak,7200,0,3.0,22174.13,-0.0000
mid_peak,7200,0,3.0,22957.15,-0.0000
mid_peak,7200,0,3.0,23767.82,-0.0000
mid_peak,7200,0,3.0,24607.11,-0.0000
mid_peak,7200,0,3.0,25476.05,-0.0000
mid_peak,7200,0,3.0,26375.67,-0.0000
mid_peak,7200,0,3.0,27307.05,-0.0000
mid_peak,7200,0,3.0,28271.33,-0.0000
mid_peak,7200,0,3.0,29269.65,-0.0000
mid_peak,7200,0,3.0,30303.23,-0.0000
mid_peak,7200,0,3.0,31373.31,-0.0000
mid_peak,7200,0,3.0,32481.17,-0.0000
mid_peak,7200,0,3.0,33628.16,-0.0000
mid_peak,7200,0,3.0,34815.65,-0.0000
mid_peak,7200,0,3.0,36045.07,-0.0000
mid_peak,7200,0,3.0,37317.90,-0.0000
mid_peak,7200,0,3.0,38635.68,-0.0000
mid_peak,7200,0,3.0,40000.00,-0.0000
mid_peak,7200,6,3.0,10.00,-0.6467
mid_peak,7200,6,3.0,10.35,-0.6062
mid_peak,7200,6,3.0,10.72,-0.5681
mid_peak,7200,6,3.0,11.10,-0.5323
mid_peak,7200,6,3.0,11.49,-0.4985
mid_peak,7200,6,3.0,11.89,-0.4668
mid_peak,7200,6,3.0,12.31,-0.4371
mid_peak,7200,6,3.0,12.75,-0.4091
mid_peak,7200,6,3.0,13.20,-0.3828
mid_peak,7200,6,3.0,13.67,-0.3582
mid_peak,7200,6,3.0,14.15,-0.3351
mid_peak,7200,6,3.0,14.65,-0.3134
mid_peak,7200,6,3.0,15.17,-0.2931
mid_peak,7200,6,3.0,15.70,-0.2740
mid_peak,7200,6,3.0,16.26,-0.2562
mid_peak,7200,6,3.0,16.83,-0.2395
mid_peak,7200,6,3.0,17.42,-0.2238
mid_peak,7200,6,3.0,18.04,-0.2092
mid_peak,7200,6,3.0,18.68,-0.1955
mid_peak,7200,6,3.0,19.34,-0.1826
mid_peak,7200,6,3.0,20.02,-0.1706
mid_peak,7200,6,3.0,20.73,-0.1594
